"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","key1441",185,0,82,103,3,632,9,0.40
"GET","key1442",181,3,79,101,2,671,9,0.39
"GET","key1443",231,2,80,96,3,625,9,0.50
"GET","key1444",215,0,80,95,2,651,9,0.47
"GET","key1445",153,2,91,94,3,338,9,0.33
"GET","key1446",186,3,90,104,3,682,9,0.40
"GET","key1447",193,0,71,86,3,471,9,0.42
"GET","key1448",198,1,82,98,0,601,9,0.43
"GET","key1449",208,2,77,93,0,516,9,0.45
"GET","key145",182,2,77,95,4,484,8,0.39
"GET","key1450",192,1,85,92,1,713,9,0.42
"GET","key1451",197,1,77,88,1,538,9,0.43
"GET","key1452",184,1,87,97,4,502,9,0.40
"GET","key1453",208,3,75,97,0,619,9,0.45
"GET","key1454",177,2,78,101,3,660,9,0.38
"GET","key1455",188,0,77,93,2,621,9,0.41
"GET","key1456",178,1,76,86,0,447,9,0.39
"GET","key1457",201,3,95,113,2,641,9,0.44
"GET","key1458",172,0,85,101,4,674,9,0.37
"GET","key1459",186,0,70,89,0,587,9,0.40
"GET","key146",198,2,85,101,5,616,8,0.43
"GET","key1460",172,3,77,98,1,740,9,0.37
"GET","key1461",191,2,75,97,7,678,9,0.41
"GET","key1462",203,1,75,82,2,230,9,0.44
"GET","key1463",188,2,87,96,3,593,9,0.41
"GET","key1464",205,5,91,112,0,715,9,0.44
"GET","key1465",228,3,84,96,3,711,9,0.49
"GET","key1466",186,4,74,92,3,668,9,0.40
"GET","key1467",220,1,83,92,6,615,9,0.48
"GET","key1468",206,3,77,88,5,491,9,0.45
"GET","key1469",197,4,83,97,1,645,9,0.43
"GET","key147",201,4,74,87,0,557,8,0.44
"GET","key1470",190,1,83,87,0,396,9,0.41
"GET","key1471",182,5,81,91,2,593,9,0.39
"GET","key1472",171,2,73,88,0,735,9,0.37
"GET","key1473",222,0,84,92,4,533,9,0.48
"GET","key1474",202,2,87,98,0,618,9,0.44
"GET","key1475",183,1,81,92,2,632,9,0.40
"GET","key1476",205,2,77,92,4,770,9,0.44
"GET","key1477",194,2,79,97,7,659,9,0.42
