"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET key1090",182,98,120,130,140,160,170,220,560,684
"GET key1091",214,76,110,120,140,170,200,230,470,684
"GET key1092",183,75,100,120,140,160,190,270,590,645
"GET key1093",183,90,120,140,150,180,220,520,620,675
"GET key1094",184,91,120,140,150,170,250,510,590,709
"GET key1095",174,77,110,130,140,160,190,260,510,539
"GET key1096",206,86,110,130,140,160,200,540,580,644
"GET key1097",190,83,110,130,150,170,210,440,560,614
"GET key1098",203,90,120,140,140,160,180,230,290,487
"GET key1099",169,73,100,130,140,160,180,220,240,711
"GET key11",206,79,110,130,140,160,180,230,530,575
"GET key110",201,79,110,120,130,160,190,240,500,607
"GET key1100",202,71,100,120,130,160,190,220,540,685
"GET key1101",226,85,120,130,140,160,180,200,210,637
"GET key1102",190,87,120,130,140,170,200,230,530,631
"GET key1103",190,77,110,130,140,160,200,580,660,684
"GET key1104",170,76,120,130,140,160,180,200,220,232
"GET key1105",192,87,120,140,140,170,210,530,620,663
"GET key1106",196,85,120,130,140,160,180,220,510,733
"GET key1107",210,79,110,120,130,160,180,220,580,652
"GET key1108",208,73,99,120,130,150,160,220,470,543
"GET key1109",187,88,120,130,140,160,180,200,220,609
"GET key111",188,82,120,130,140,170,200,450,540,619
"GET key1110",181,70,96,110,120,140,170,180,260,628
"GET key1111",182,96,120,140,140,160,200,280,510,670
"GET key1112",167,81,120,130,140,170,210,480,640,674
"GET key1113",185,72,92,120,140,160,180,200,210,237
"GET key1114",195,77,100,120,130,150,180,420,610,646
"GET key1115",191,88,110,130,140,160,200,300,480,571
"GET key1116",201,87,110,130,130,150,180,220,550,632
"GET key1117",205,80,110,130,140,150,170,190,240,277
"GET key1118",220,79,110,130,140,170,190,220,450,669
"GET key1119",175,92,120,130,140,150,190,220,460,685
"GET key112",187,85,110,130,140,160,180,210,250,667
"GET key1120",191,85,120,130,140,160,190,240,540,622
"GET key1121",208,84,120,130,140,160,200,250,500,673
"GET key1122",206,77,100,120,130,160,180,240,480,491
"GET key1123",209,84,110,130,140,160,180,240,480,650
"GET key1124",175,89,110,130,140,150,190,220,510,662
"GET key1125",216,84,120,140,150,160,200,520,560,604
"GET key1126",173,81,110,120,130,160,180,240,490,625
"GET key1127",179,89,120,140,150,170,210,620,650,685
"GET key1128",221,82,110,120,140,150,180,280,310,537
"GET key1129",212,87,120,130,140,180,220,520,570,666
"GET key113",177,80,100,120,130,150,180,210,220,671
"GET key1130",197,83,120,130,140,160,190,330,600,624
"GET key1131",203,80,110,120,130,150,160,180,210,694
"GET key1132",214,85,110,130,140,170,220,510,640,701
"GET key1133",207,86,110,130,140,170,200,400,650,742
"GET key1134",173,78,110,130,140,170,210,240,550,621
"GET key1135",222,87,120,130,140,170,190,590,620,749
"GET key1136",190,79,110,120,130,170,180,480,550,554
"GET key1137",213,72,95,110,120,150,200,500,600,663
"GET key1138",225,86,110,130,150,180,220,450,590,769
"GET key1139",178,81,120,130,140,170,200,500,620,677
"GET key114",196,73,100,120,120,160,250,630,660,700
"GET key1140",189,79,110,120,130,160,200,250,380,649
"GET key1141",199,80,110,130,140,160,180,190,240,483
"GET key1142",177,79,120,120,130,150,170,240,390,640
"GET key1143",191,86,110,130,140,170,210,480,580,680
"GET key1144",201,81,110,130,140,170,210,240,290,669
"GET key1145",189,84,110,130,140,170,200,560,610,673
"GET key1146",205,75,99,120,130,150,170,220,230,651
"GET key1147",204,84,110,130,140,170,200,450,590,702
"GET key1148",184,76,100,120,130,150,180,240,430,530
"GET key1149",202,77,110,130,140,160,200,280,470,646
"GET key115",154,91,120,140,140,160,180,230,520,770
"GET key1150",174,88,120,130,140,170,190,230,250,634
"GET key1151",171,83,110,140,140,160,180,220,470,609
"GET key1152",183,86,110,130,140,160,200,370,510,549
"GET key1153",199,79,110,120,140,170,210,520,620,643
"GET key1154",191,89,120,130,140,160,190,260,650,686
"GET key1155",198,95,120,130,140,160,190,510,640,741
"GET key1156",214,75,100,120,130,160,190,210,220,284
"GET key1157",196,90,110,130,140,170,200,550,600,640
"GET key1158",214,71,110,130,140,160,180,530,570,619
"GET key1159",210,88,110,130,140,160,180,210,480,615
"GET key116",222,79,110,130,130,160,210,350,530,653
"GET key1160",189,80,110,130,130,160,170,210,240,465
"GET key1161",227,89,120,140,140,170,190,210,230,622
"GET key1162",198,78,110,130,140,170,230,570,690,735
"GET key1163",168,80,110,130,130,160,170,200,240,581
"GET key1164",167,84,110,120,130,140,170,180,510,514
"GET key1165",208,86,120,130,140,160,180,220,630,726
"GET key1166",205,80,110,130,140,170,200,240,460,644
"GET key1167",190,91,120,130,140,160,200,290,570,742
"GET key1168",195,71,97,120,130,160,190,240,510,552
"GET key1169",183,81,120,130,140,160,210,620,660,712
"GET key117",209,81,100,120,120,160,210,260,510,761
"GET key1170",184,82,110,120,140,160,190,230,280,601
"GET key1171",168,88,110,130,140,160,190,210,540,575
"GET key1172",184,85,100,130,140,150,190,590,660,678
"GET key1173",172,80,100,120,130,160,190,220,230,688
"GET key1174",179,86,110,120,140,160,200,220,230,691
"GET key1175",187,82,120,130,140,160,180,200,200,216
"GET key1176",197,84,120,130,130,160,190,310,550,598
"GET key1177",197,81,120,130,130,170,200,240,570,620
"GET key1178",198,89,120,130,140,160,170,210,250,537
"GET key1179",207,82,110,130,140,160,190,230,250,636
"GET key118",209,84,110,120,130,160,190,240,500,764
"GET key1180",166,76,100,120,130,150,170,210,220,273
"GET key1181",199,88,110,130,140,160,190,240,250,477
"GET key1182",201,80,110,120,140,160,190,220,300,639
"GET key1183",171,81,110,120,130,150,190,540,630,664
"GET key1184",195,71,100,120,130,150,190,270,610,710
"GET key1185",202,88,110,130,130,160,220,430,630,680
"GET key1186",183,75,100,120,130,160,170,520,590,701
"GET key1187",185,82,110,130,140,160,170,290,470,514
"GET key1188",177,75,100,130,140,150,170,220,250,676
"GET key1189",200,87,110,130,140,160,200,520,560,619
"GET key119",194,89,120,140,140,170,210,250,530,569
"GET key1190",209,77,110,120,130,160,180,580,630,654
"GET key1191",197,76,100,120,130,160,180,210,220,250
"GET key1192",194,73,110,130,140,160,200,290,610,643
"GET key1193",199,75,100,120,130,150,170,540,600,653
"GET key1194",185,83,120,130,140,160,190,500,580,577
"GET key1195",182,69,90,100,120,150,200,470,610,628
"GET key1196",187,87,120,130,130,160,190,250,540,552
"GET key1197",200,80,110,130,140,150,190,550,610,668
"GET key1198",185,87,120,130,140,160,180,240,650,766
"GET key1199",185,78,110,130,140,170,200,500,590,615
"GET key12",202,78,110,120,140,150,180,220,440,640
"GET key120",180,81,120,130,140,160,200,230,510,644
"GET key1200",206,86,120,130,140,170,200,260,380,516
"GET key1201",197,83,110,140,140,180,220,530,580,616
"GET key1202",187,82,120,130,140,160,190,230,570,580
"GET key1203",200,82,110,130,140,170,210,260,620,692
"GET key1204",208,79,100,130,140,150,180,200,220,499
"GET key1205",176,82,120,130,140,170,200,220,500,572
"GET key1206",175,84,110,130,140,150,170,220,250,472
"GET key1207",196,86,120,130,140,170,240,520,560,659
"GET key1208",211,90,120,140,140,160,180,230,250,705
"GET key1209",194,79,110,120,130,160,190,280,560,630
"GET key121",180,81,110,120,140,160,180,560,690,754
"GET key1210",185,84,110,120,140,160,170,200,230,468
"GET key1211",195,81,110,120,140,170,200,510,660,659
"GET key1212",212,78,110,130,130,160,200,220,580,686
"GET key1213",183,75,110,120,130,150,170,210,260,520
"GET key1214",175,69,100,120,120,150,170,220,590,641
"GET key1215",183,71,110,130,140,160,180,250,610,614
"GET key1216",207,77,100,120,130,170,200,230,520,652
"GET key1217",199,89,120,140,150,170,230,520,610,620
"GET key1218",202,81,120,130,140,160,200,470,610,659
"GET key1219",183,83,110,130,130,150,170,220,480,496
"GET key122",203,87,110,130,140,150,180,220,220,566
"GET key1220",191,90,110,120,130,150,170,200,240,486
"GET key1221",180,82,120,130,140,150,170,200,520,546
"GET key1222",205,82,110,130,140,170,200,250,510,628
"GET key1223",191,85,120,140,150,180,200,640,650,670
"GET key1224",180,79,100,120,130,150,200,220,510,525
"GET key1225",191,77,100,120,140,160,180,220,360,652
"GET key1226",203,86,120,130,140,160,180,540,620,625
"GET key1227",186,84,120,130,140,160,200,240,470,481
"GET key1228",205,82,110,130,130,150,170,200,220,247
"GET key1229",186,90,120,130,140,160,190,220,520,562
"GET key123",178,83,110,130,140,160,190,310,580,690
"GET key1230",197,83,110,130,140,160,200,240,490,667
"GET key1231",210,85,110,130,140,160,180,510,550,752
"GET key1232",205,86,120,130,140,160,170,210,220,575
"GET key1233",155,87,110,120,130,150,170,210,290,499
"GET key1234",185,79,110,130,140,160,190,280,610,657
"GET key1235",183,86,110,130,140,160,190,550,600,713
"GET key1236",194,86,110,120,130,160,190,220,580,613
"GET key1237",205,83,100,120,130,140,160,190,510,627
"GET key1238",180,84,110,130,130,160,190,290,710,755
"GET key1239",194,75,110,120,130,150,170,220,550,579
"GET key124",180,86,110,130,140,160,200,220,500,507
"GET key1240",202,81,100,120,130,170,190,500,520,600
"GET key1241",176,77,110,120,140,160,200,600,650,661
"GET key1242",193,73,110,120,130,160,200,240,470,533
"GET key1243",187,73,94,110,120,150,170,210,220,269
"GET key1244",186,78,100,120,130,160,180,220,240,251
"GET key1245",215,77,110,130,140,160,200,220,550,636
"GET key1246",199,68,98,130,140,180,220,590,640,663
"GET key1247",195,75,100,120,130,160,190,220,480,511
"GET key1248",198,80,120,130,140,180,220,580,650,678
"GET key1249",183,88,110,130,150,160,210,320,610,640
"GET key125",197,75,100,120,130,160,190,260,550,569
"GET key1250",189,80,110,130,140,160,190,540,590,611
"GET key1251",218,76,100,130,140,160,200,230,460,517
"GET key1252",205,70,110,130,130,150,160,220,420,555
"GET key1253",187,78,100,120,130,150,180,230,620,616
"GET key1254",180,75,97,120,130,140,160,170,210,226
"GET key1255",201,93,110,120,140,160,220,560,630,767
"GET key1256",183,95,120,140,150,170,220,450,490,585
"GET key1257",189,67,100,120,130,150,170,480,590,687
"GET key1258",189,71,100,120,130,150,190,220,580,623
"GET key1259",209,73,110,120,130,150,180,200,450,455
"GET key126",200,84,110,130,140,160,200,220,260,576
"GET key1260",204,83,120,130,140,160,190,290,630,670
"GET key1261",182,84,110,120,130,150,200,620,640,705
"GET key1262",188,84,120,130,140,170,200,230,240,245
"GET key1263",225,81,110,130,130,150,190,240,490,644
"GET key1264",190,83,110,130,130,160,170,240,570,628
"GET key1265",173,85,110,130,140,160,160,210,240,637
"GET key1266",186,78,110,120,130,160,190,230,240,247
"GET key1267",206,83,100,120,140,170,200,330,610,703
"GET key1268",196,98,120,130,140,160,180,560,600,748
"GET key1269",188,77,99,130,130,160,210,480,650,713
"GET key127",177,68,93,110,120,150,170,220,510,554
"GET key1270",187,90,110,130,130,170,210,540,610,657
"GET key1271",188,89,110,120,130,180,190,290,620,648
"GET key1272",205,79,100,120,130,160,170,200,200,596
"GET key1273",173,87,120,120,140,160,190,220,420,646
"GET key1274",202,76,100,120,130,170,200,470,590,681
"GET key1275",198,88,110,130,140,170,200,280,640,653
"GET key1276",210,78,110,120,140,160,180,270,540,684
"GET key1277",192,80,120,130,140,160,190,240,370,601
"GET key1278",188,84,110,130,130,160,210,230,290,595
"GET key1279",199,75,100,130,140,160,230,320,570,617
"GET key128",176,79,100,120,130,150,170,190,220,228
"GET key1280",215,81,110,130,140,150,190,210,450,553
"GET key1281",208,85,110,130,140,170,200,240,560,657
"GET key1282",225,70,100,120,130,160,180,210,450,550
"GET key1283",196,77,100,120,130,160,200,380,590,653
"GET key1284",170,82,110,120,140,160,200,310,550,633
"GET key1285",198,83,110,130,140,190,220,560,650,694
"GET key1286",196,77,110,120,130,160,200,490,640,764
"GET key1287",171,79,110,120,120,160,170,210,350,487
