"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"write","key61680",5,0,64,103,29,317,1,0.01
"write","key61681",8,0,51,86,22,269,1,0.02
"write","key61682",4,0,22,32,19,47,1,0.01
"write","key61683",5,0,69,68,54,78,1,0.01
"write","key61684",6,0,42,50,31,97,1,0.01
"write","key61686",10,0,50,47,18,66,1,0.02
"write","key61688",10,0,48,195,40,1428,1,0.02
"write","key61689",4,0,54,137,19,405,1,0.01
"write","key6169",2,0,50,59,50,69,1,0.00
"write","key61690",11,0,52,66,0,254,1,0.02
"write","key61691",8,0,40,42,19,67,1,0.02
"write","key61692",2,0,22,47,22,72,1,0.00
"write","key61693",1,0,57,57,57,57,1,0.00
"write","key61694",4,0,35,37,21,52,1,0.01
"write","key61695",6,0,47,54,45,73,1,0.01
"write","key61696",3,0,95,731,40,2058,1,0.01
"write","key61697",2,0,43,62,43,82,1,0.00
"write","key61698",5,0,63,86,39,225,1,0.01
"write","key61699",2,0,10,27,10,45,1,0.00
"write","key617",5,0,61,55,18,86,1,0.01
"write","key6170",6,0,40,39,25,50,1,0.01
"write","key61700",2,0,56,59,56,62,1,0.00
"write","key61701",5,0,62,57,35,74,1,0.01
"write","key61702",1,0,72,72,72,72,1,0.00
"write","key61703",5,0,72,72,40,115,1,0.01
"write","key61704",5,0,48,56,35,107,1,0.01
"write","key61705",4,0,53,57,33,77,1,0.01
"write","key61706",4,0,79,79,13,121,1,0.01
"write","key61707",7,0,49,46,24,61,1,0.02
"write","key61708",11,0,53,62,0,166,1,0.02
"write","key61709",4,0,45,37,13,46,1,0.01
"write","key6171",14,0,50,70,11,288,1,0.03
"write","key61710",1,0,23,23,23,23,1,0.00
"write","key61711",9,0,45,78,33,294,1,0.02
"write","key61712",7,0,67,142,17,634,1,0.02
"write","key61713",7,0,39,361,17,2317,1,0.02
"write","key61714",3,0,77,119,64,216,1,0.01
"write","key61715",5,0,45,54,7,128,1,0.01
"write","key61716",12,0,44,47,16,79,1,0.03
"write","key61717",6,0,47,48,39,59,1,0.01
"write","key61718",3,0,60,53,11,88,1,0.01
"write","key61719",2,0,300,885,296,1474,1,0.00
"write","key6172",2,0,77,112,77,147,1,0.00
"write","key61720",1,0,48,48,48,48,1,0.00
"write","key61722",2,0,90,176,90,262,1,0.00
"write","key61723",6,0,39,46,4,82,1,0.01
"write","key61724",2,0,51,66,51,81,1,0.00
"write","key61725",5,0,36,37,20,52,1,0.01
"write","key61726",3,0,44,45,37,54,1,0.01
"write","key61727",4,0,51,87,10,232,1,0.01
"write","key61728",12,0,64,116,26,281,1,0.03
"write","key61729",3,0,310,444,160,863,1,0.01
"write","key6173",4,0,53,52,12,89,1,0.01
"write","key61730",1,0,150,150,150,150,1,0.00
"write","key61731",6,0,46,47,27,63,1,0.01
"write","key61732",2,0,42,43,42,44,1,0.00
"write","key61733",3,0,44,34,11,48,1,0.01
"write","key61734",5,0,39,41,7,79,1,0.01
"write","key61735",3,0,70,62,41,76,1,0.01
"write","key61736",6,0,63,60,19,93,1,0.01
"write","key61737",9,0,53,50,0,98,1,0.02
"write","key61738",7,0,63,51,18,73,1,0.02
